id,text,sentiment,
27402,"plz no not again ,chora and fucker leader",Abusive,
17663,rupesh le pani ghuss khayako khulasa huna aauxa ys ma...,Abusive,
21537,k to lai xodna hunna. hai sir., Non Abusive,
19940,so sad jo ramro dancer uhi out, Non Abusive,
13132,yo sudoo suresh ko kura sunyara haso lagxa 😡 i m always with you umesh shah 😍, Non Abusive,
18930,ah kun kta le blackmail garyako teslaii samatnu paryo kasaile tesaiii blackmail kasariii garna sakxa anii blackmail garya paxii budo laii vanne ki bhaagne....she is totally wrong.she will be punish...., Non Abusive,
21313,this had to stoped soon police murdabaad,Abusive,
18338,aba deepa ko film totally flop hune 100% sure vayo, Non Abusive,
16744,thikka jaane bella gaes ahile runxas 😈,Abusive,
15789,binit bk tah pagal naii hoo testo laii kasle banako board ko chairman,Abusive,
22109,lass ma pane politics garxa yo nepal ko government, Non Abusive,
24460,yetra 7 barsa dekhi adhayan. commission ko khel na milea pach cuvil aviation laphada gardai cha aru kehi hoina only comission.,Abusive,
11890,bhuwane jasto jealous manche koi chaina yo film industry ma, Non Abusive,
10225,yo mug ko flime hernuvanda tw keyboard khelchu, Abusive,
21917,great work keep it up bro sale jhole indian agent paturkar joker lai aja ramro jhataro gayeko chha 😂 great words keep it up,Abusive,
11539,yo ko ho kt feriii mggg badi badi bolexey tw bikram shah is always king,Abusive,
22105,anpadha on padhanoi hunxa astoi ho vane boycott garnu parxa anmol bohara vuban bohara,Abusive,
14697,ko ho yo ghas dsp?,Abusive,
21241,chorharu mcc pass garara vote magna aaija na dhunga le hanera mardinxu no mcc,Abusive,
26080,thukka chorni chorko santan,Abusive,
18694,* arjun le ghost army ko naam maa arbau kumlaye ra bane golden king midas ., Non Abusive,
14420,kati dherai khutta taneko k yo bhuwsn panta le,Abusive,
13270,neupane is harami ekaraj sir.,Abusive,
25322,la motti vayacha 🤪,Abusive,
19976,kshitiz sunar lai aafu matra. banau ra anmol, Non Abusive,
13241,walkie talkie ho okey tokey haina 😂, Non Abusive,
23846,sale surya chor rip,Abusive,
20497,leader like 1) madhab kumar nepal(bharat)2)17000 killer prachand 3)sumit neupane,Abusive,
15782,yo kai haina prabhat superstar hunxa vanera .bhuvan kharel lai tension vako hoo..., Non Abusive,
21082,swastika get 9 from sabin raimajhi wow dance herda ta -9 deserve garthiyo . this is not real dancing programme this is about which star have more power will win the show . aba herdina ma vayo pugyo, Non Abusive,
13995,kukur ley sung vnda ni sungdaina tw kasaiko bag sungdiyo vne tyo bekkar ma gayo,Abusive,
25706,desh bechne gurung jatha,Abusive,
18053,sudip 12 vaiko thuldai party jholeee,Abusive,
19673,star lai nikalera dancers matrai rakhne vaye yo show ko name dancing matrai rakh star narakh., Non Abusive,
27378,ye baba uslai eng.ma question nagarnu madan dai usko ans haru sunda ..baijat feel huni ...relation ship status ra useles talent ko question ko ans k vaneko toit.usle eng question haru ans garnai sakdena, Non Abusive,
14638,please tmeharu ko flim afai sanga rakha we are not interested....such a greedy soul,Abusive,
15915,bista kati bolcha interviewer vayera, Non Abusive,
20944,krishma randiko cori des nekal,Abusive,
24147,yesta mc kam xna,Abusive,
14112,i am from gorkha district arughat bazar.all of chitwan lady are bhalu.,Abusive,
15041,"words such as "" tero girlfriend lai chikdinxu, mero turi muni hos, mero kando jasto thopda, my penis size and many more "" were uttered by rappers in nephop ko sripech and he was one of the judges watching with smile. i don't support him anymore.",Abusive,
12275,dherai nakara maderchod natra studio mai aayer hanchhu 😡,Abusive,
11764,health first hunuparne tara yeha health paxi pareko xa, Non Abusive,
20158,"overacting ,overated kti anjana you are real dancer gulshan akheda",Abusive,
14893,sap mula haru lai sarap lagxa ... testo manxe lai kailei ramro nahos .. .. hatss of man,Abusive,
17675,dipesh sir tapaini jhole jasto prasna nagarnu na hai ka jhole actor horw bibek bibek is damn talented actor and bibek sir is damn talented producer and director,Abusive,
12586,corona ko bela kk ghatna hunx yar. 😭,Abusive,
13709,i dont like deepa, Non Abusive,
13488,ho one of the dopest rapper hoo nepal ko tara universe 😂, Non Abusive,
26655,congratulations sister m new delhi india dekhi herdai xu nepal ka manxe khatam bhayexa,Abusive,
21237,team samaira top 5 th samma pugnu parne ho vote le faldiyo 😭, Non Abusive,
19670,yo background music kina rakheko putrikar ☝🏻☝🏻☝🏻 k k nai vako jasto,Abusive,
16976,euta joker le arko chor ko interview ligeko jasto lagyo. ashish lai pm vote halni ani kyau kyau garni. yo sab chor haru ho. aayush lamixane bayek aru sab chor haru ho,Abusive,
16617,janle premgeet 3 lai videshi movie vandexa...tyo gu 💩 khane manxe ho...bkc should resign...enle nepali movie industry dubauxa 😡, Non Abusive,
17397,malai ta alxi lagyo yo herera . yo kt haru k saro boleko hola jpt manma j lagyo tyi boleko xa .nonsence and rubbish 😝😥😞,Abusive,
13449,je garx mula le garx raju daii,Abusive,
16622,kaam na payeko media, Non Abusive,
16453,eslali kehi party ka ganaune karyakarta haru le election matters banaye ..., Non Abusive,
19802,"yo manxe thik lagna xodyo ,,", Non Abusive,
16193,16.leader navyera comdian gautam., Non Abusive,
23741,yo nepal ho..india haina ja dowry system chalaone.. whoever follow dowry system should be jail.., Non Abusive,
23782,"news bhanya ho ki school ma essahy ......journalist ,naya nepal ko", Non Abusive,
26401,bebstha nai khattmx ab ksri abstha ramro hunx.... yo gahanuni lut tanra ukhylera nafaly samma sadhai ystai ho.... good morig all tem, Non Abusive,
23997,ksta kasta aaemae hunxn yti maya grni husband lae xadr jani,Abusive,
25218,background music continueing is irritating 😠 baki sab thik xa spcl binod, Non Abusive,
11428,yo sala thik xaina host chahine vanda derai xa, Abusive,
20180,mu g guff nadayy chasma wala aunty,Abusive,
15904,yo baula saga k interview garyah amrit damala syco ho yo damala ysto syco saga k interview garyah 😒,Abusive,
25439,yo budo ko english le jhur garayo yr english bujnilai ni jurrr kasto english ho ki ta full english bola ki ta full nepali bolna sikau richa,Abusive,
25422,yo nepal police lai xatima goli hannu parne ..isis ra world aatanlari sangatan le nepal police lai target garos..chor police,Abusive,
20475,baja bajayera kina aayeki farkera jaa you bullshit don’t deserve to be a member of parliament,Abusive,
11228,yo lawar ko kaiii kam xain thukka 😠,Abusive,
15333,aafno chora chori rw bude lai bijok banayara hinna yasta kukur,Abusive,
16346,nepal ko system kahile pani theek hun nahin na ki kya ho, Non Abusive,
12261,"hami nepali sanga concept ra knowledge xaena kina ki hamro education tah certificate ko lagi ani english nepali padna ko laagi matra paday ko jasto xa ( education as business) 🥲 ma 20 year xu poultry farm gari raaxu market ko bhar xaena loss maatra hunxa , goat palda bikri huna 🥲", Non Abusive,
25937,uff! yo video hernai sakena ... ma afu mathi voko jasto feel vo .... i watched the video with full of tears in my eyes 😢 ! please sir help her!!!, Non Abusive,
27755,banekai chij banayera k gqrna khojeko hola bullshit,Abusive,
25869,bichara tyo manche ko aba life purai damage gardincha uneducated nepali law maker ani law follower haru le ., Non Abusive,
19911,fuck off samisha bista .,Abusive,
13535,patarkar lai english aaudaina re hahahaha, Non Abusive,
22774,hey patrakaar mahodaya auta mic pani kinna saknu vayena ki lyauna chuttyo hau mobile lera sound record oops youtube patrakaar mahdaya....anyway nice interview !!, Non Abusive,
17460,burogoru ankaji dailai boln audain ptrukaji,Abusive,
12825,last ma kasto udayeko jamuna le ayush lai 7 years younger partner bhaney ra 😂, Non Abusive,
19699,keshab stapit yo interview herisakera google ma meme ani photoshop ko meaning khojdai hola, Non Abusive,
25342,chuadhary randikobann guff dinxas mackne tah muji leh kehi khulkaudinas ..mackne tah muji ni desh lutnai ko lagi politics ma ako,Abusive,
14453,boycott anmol chaudhary film,Abusive,
19095,manxe change vaihalxa ni yr! i hate people who spew the nonsense, Non Abusive,
19371,bichara budo vayaxa pual....hi uncle 😂, Non Abusive,
17452,kai vyna yo manxey navyrw yasto manxeylai ni fasi dinu parxa.natak garna pardaina xora ko bahana dekhayrw afu nirdosh xu vanerw. usko strong sano mommu xa she ill take care of his 🌸,Abusive,
31049,"ye, teso bhaye rape pachhi, doctor le phalano le rape garda hymen rupture bhayo bhanera lekhne raichhan, malai ta thahai thiyena. kasto waiyaat tarka.",Abusive,
26593,condo van jathi haru,Abusive,
12392,paramita ko dance lai etti kamti score deko ma disappointment xu !!! bakwass judge, Non Abusive,
19767,ke sarò ho dance nai nadekhai vote matra mageko ?,Abusive,
24046,corruption ko jug birat chand…bhumi aayog khaarej gara…jai binit,Abusive,
19171,second hand & third hand veteko ke ko kura milos hola...ra..shilpa & 6abi 💔,Abusive,
12323,prakash karmacharya gadha ho kew kura bujdaina raixa bal.... janta lay buji sakyo koslay rakhyo yo manxe lai show ma... josh lay bujdaina teslay k bujawla janta lai....vaishab it's proud to be moment jo india ma realised hundai xa nepali cenema forward hudaixa sir .....,Abusive,
25198,nepal ma boarder side ma sabaile indian vasa bolxa ani teniharulai kina nepali vasa bolna nalagako hindi arkako vasa bolna lagako, Non Abusive,
13089,ta patrakar garna chod., Non Abusive,
24817,ma yo award dekhi akdamai unsatisfied xu kinaki hamro sine jagatka dheraijaso most reknown acter n actress haru present xainan, Non Abusive,
16853,sex garne bela condom use garena aile natak,Abusive,
25985,chor sarkar kukur hairy thukka,Abusive,
15469,"yasta kaput lai india bata ieeyra aaunu hunxa nirmal sir le na aatinus,,🤟",Abusive,
12477,host boli sudharnu paryo hau.. tapai hajur bhanera bolne garyo tapai talent bhsyera pawandeep talent bhayo yestai bich maa dherai khuskiyo...stupid fellow guy they r guest what they learn about nepali language...,Abusive,
23580,sara neupane ko cmt garne tarika ani number dine kunai talmel milne dherai attitude vayako manxe, Non Abusive,
24997,eaa didi mardaa poisa le poldainan timro xora xori le 👿😈,Abusive,
15178,yo bela bida line doctors nurses harole life bari job bat nikali dinu parchha., Non Abusive,
18128,sudip ko naam line aaukat ni xaina tero pahila aaukat bana 😡,Abusive,
20790,thuka. paapi. kt. tero matra chharw. ghar.,Abusive,
16791,chakra bahadur your wrong !!!, Non Abusive,
31991,sojo lahure galat faida uthayooo.......so sad, Non Abusive,
27886,drug na chodne vo yo dai le ! lyf damage huncha bistari !! charge ma interview !,Abusive,
21382,yo kukur sagar sanga bs garyra faida xaina,Abusive,
11222,ho nepal ko parliament ma hindi ma speech dinu hoina ..? i agree with deepa ..rokka..! 👏 kesina you go back india .. 😡,Abusive,
22756,chor sarkar esta kura change gar,Abusive,
15215,manoj k.c murdaabad 🙄,Abusive,
11297,dhiraj rai ji ko aba dance pigega, Non Abusive,
10001,you are bihari dhoti go back to your india,Abusive,
25887,totally unfair and injustice for archu 🙄, Non Abusive,
13499,nepal kanun mareko desh ho /l;jk,Abusive,
21221,mandal madrchud ho machikne yasko xori mall xa yasko xori chikne man xa,Abusive,
27128,lern by pranesh sir everyone chor neta haru,Abusive,
23101,both are shits. ghusiya jasta xan,Abusive,
20047,xya kati acting gareko yo danab le 😡, Non Abusive,
19010,picture quality chai 360p vanda mathi xaina ???, Non Abusive,
14191,fighters plain fighter jet air craft misail parmadu bom vayaka des lai yo khukuri le k garxa,Abusive,
14868,aba heridaina manpareka sabbai gayee k hernu swetna ra jagadish ko jodi ra aaja sunita ra ankit ko no more watching this ....the judges always not like chroegrapher sunita darnal always demotivate them, Non Abusive,
23483,asto waiyat story lagaunu adhip dai., Non Abusive,
26614,sarite suddi dherai nvuk tero kaal baner aaun npros malai,Abusive,
15001,renuka gaire go back india,Abusive,
22934,"ary yrr yo aaime durgesh balatkqri ko sakhai baini po ho kya,,,, even you can evaluate that aakar is so handsome for most but pers not me , testo kt aakar sanga najhundelara??? thuiya mc pagalni nabalik gaika",Abusive,
14944,choreographer nabin is like zumba dancer so simple steps aru ko level kaha pugeko xa day by day but his steps are same as always just like item song, Non Abusive,
22661,"mantri chahi yehan actual victim ho,", Non Abusive,
10191,good himmat chahinx chorna #manish 👍️👍️👍️😂, Non Abusive,
25389,sala baula topik k xa vitra k xa,Abusive,
26317,baltkar vanda yaii thik x,Abusive,
25321,"he,! bhagwan k vko xa npl ma. xixi", Non Abusive,
12564,o khate buda mero pati vnnpni laj vo aabderhi nbolt t,Abusive,
27206,yo hyrdai hyrdai jhut jhut bolirayko jpt jhutow asu xi, Non Abusive,
16860,aja bata unsubscribe geriyio, Non Abusive,
24290,interview line manche ta jhori khojeko jasto matra lagyo.i dont like it.he is like badas nikaleko nikale. i watched only for reecha., Non Abusive,
19420,jasmine ojha pagal suddi,Abusive,
20380,aile aafu umkena khojx...,Abusive,
10833,yo yati airlines ko sabai plane thotro bhayara ho., Non Abusive,
11272,jungle mai basna yogya yo monkey surya how come in goverment,Abusive,
27656,yo mg parashmani pagal dubbed vaneko bidesi flim ho ra,Abusive,
10028,tuppo dekhi palako kati pakhe kt 🤣,Abusive,
21696,highlights dharai long vayo please gatau u paryo, Non Abusive,
16679,kathmandu maa dipesh lai kaam garna nadine amale, Non Abusive,
13365,abo janta sabaimelera paila police marna jarring xa kena ke jantako paisa khayara muje khate police through dhomki sandainau hame sale kukur police kukur ho,Abusive,
10748,4th fail specialist lai layera hunxa, Non Abusive,
15549,dherai guff diyo ye frustate lady le,Abusive,
14966,sala jadya kukur laj pacheko bachn pardain mor tw pani papi hos tw papi.natk garer bolxas ..,Abusive,
20956,sagar ko hawa faas fuss vaisakyo aba...,Abusive,
15200,magarni ledeni chor xixi,Abusive,
17719,sabhi banda poilatha dijo mangne kukur light police ko danda laga hun parson, Non Abusive,
15470,yeska baje.nepalma hindi film nepalima herxs hum, Non Abusive,
17266,gaf deko budi ly,Abusive,
15260,sampati wapas gar pagal aaimai,Abusive,
14580,sabai honest manche haru yo desh ma mongol matrai hota.. teso bhaye mongol haru british army indian army ko craze chhodera padhai tira lagne ki....ma afai bahun ho tara bahun sanchai swarthi jaat ho comparatively, Non Abusive,
12595,go back india sukirti rokka,Abusive,
26182,boycut ujjwal pandey and anmol pandey, Non Abusive,
17364,3. original katyuri chand lai marera nakkali katyuri banaune ko?, Non Abusive,
17561,yasko kura che 😆,Abusive,
21540,karisma dd sanga kina naramro behaviour garayko ? chinayko keta rahix pahila interview ma ta aarkai kura thiyo..don't believe her, Non Abusive,
18280,yesto handsome budo lai kin xodeko ni xiya, Non Abusive,
17486,"chor neta ko vanda dherai talab nepali police,army,apf ko hunu parxa",Abusive,
15571,yo mg damala pani pgl vo kukur,Abusive,
11652,chandra memlai scror dina jandaina rahexa, Non Abusive,
14128,buda ko balla ghamanda tutiyo. he is one the failed leader in the history of nepal., Non Abusive,
24918,barman acne mahila le lakhau kamauchen nepalma tax tirchen nepali nagarik ho respect her but not this guy. aarye ghatma aashu haina dollar jharne bho., Non Abusive,
27693,jpt comments haru jpt judges haru change the judges next year, Non Abusive,
24025,"dear patrakaar mitra, please learn to ask questions. better carry questions card do that interview goes on flow.", Non Abusive,
11205,yo tv k ho mahily bujn you tube ma halyko video save garne milden k ho mlaetw ris uthirax, Non Abusive,
13113,jodi alli vayenna arjun kati aaglo budi vanda ok thank all, Non Abusive,
24643,jaad khayera bole jsto xa, Non Abusive,
31170,yo nepal ko chor campany,Abusive,
16105,yo kt valu raix,Abusive,
17678,sujit ko htt xa ysma, Non Abusive,
11684,aaja khasma vagwati out hunuparney tara ramro team out vayo.😭, Non Abusive,
26745,"nepalko sab vanda overrated actress,rimal le hannu haneko maal last ma kale ko thakdir ma thukka", Abusive,
10265,kapil ko daju handsome vai kale 😂😁, Non Abusive,
12910,poul shah lai chindainow vhane hami pani timlai chindainow who r you ...🤬😡 we want justice for king shah 👑, Non Abusive,
17743,k ho testo reporter paat khate saley,Abusive,
10378,khalti apps bata bidesh bata vote garnu lai atm card nai chaine rachha free vote nai chhaina rachha hawa khalti aps, Non Abusive,
10836,aafulai aafulai k ho aafno dajoko ho? guest sanga bolne tarika yehi ho?, Non Abusive,
15253,randa ko xora ho ki xori tero headline rakhne tarika xaina chikne muji khate youtuber???,Abusive,
16994,nature harr mandai cha hami jasto corropt n selfish human kind ly garda for only to get entertenment n luxcery life, Non Abusive,
15943,live vain hai ap1 hd sponsor ligeko xa vanny ramro live denu paryo beijat matra nagarunu aabw upcoming match ma 😬, Non Abusive,
10153,sukha npacheko ho yo kt lae,Non Abusive,
21794,yasto papi lai marnu parx raju sir 🙏,Abusive,
11098,nitesh sir aire gaire lai interview nalida hune ho yo topic ko lagi yo keti ko tarka nai cheu na tuppo ko vo that she is not experienced for such topic.., Non Abusive,
10731,katde tesko hat yadi nepal kanun xa vane,Abusive,
27368,aauta media ko manche vayera kati rude vayera boleko tyo kt saga bolnu aaudiana tharkaune kt vayera, Non Abusive,
13953,herdai jadiya cha yo manche ani natak herana feri asu aaunu pareko chaina kuwa kuwa sound banaucha #justiceforsabitabhandari, Non Abusive,
16220,"jhapa ma pani educated manchee huda raichan 😁 shocked,🤔",Abusive,
10458,anjana gautam must be expelled from nepal, Non Abusive,
24217,dd sedi just forget jaatko kura garda chai mg fuck,Abusive,
31258,feri batoma vagera jalani sir to kukur kukurni,Abusive,
31459,yo kt paisa ma bikeko xa....paisa ko lagi j pani grxa yo kt le...,Abusive,
21466,yo prime time channel lae unsubscribe garnush 🙏, Non Abusive,
27119,"don’t believe this bahun, bahun break anytime",Abusive,
13888,dinesh thapaliya g tapai ko program ko lagi diserb gardaina sangita..third class ko low quelity ko celebreat leunu vayexa., Non Abusive,
17981,pm jiu yo indian ma speech dine samsad lai immediately out garnu, Non Abusive,
18819,70 corer tero bau le khako ho sala sudooo,Abusive,
11687,"yeti holdings, bnc, sumargi baluwatar kanda jasta hajarau loot desh ka janta le bujhnu parchha", Non Abusive,
14260,dharan ma kati vetinxan esto laureko budi haru bf lera hinxan,Abusive,
15722,priyana karmacharya indin dog hp,Abusive,
18132,yo anup mahat vane kasari journalist vayo hou pakhe euta interview pani dina jandaina meyer yesto ramro meyer sanga bolne tarika tyahi ho disgusting journalists anup mahat, Non Abusive,
18321,yo jokar lai ek jhapat hannu hos na interview dinu ko satta 😡 gyanedra sir very good answer 👏 👌 good bless you 🙏 💖,Abusive,
17965,rest in peace bastola 😰, Non Abusive,
14851,3 choti puryauxa hola priyenka le hahah anywy nice, Non Abusive,
16864,sexy forever but slc fail ho ki kya ho,Abusive,
15291,rip suyog gurung n anmol gurung 🖕,Abusive,
15268,yeo manxe natak gardi xa.yesko family 👪 sabi jana fatha family ho, Non Abusive,
19042,"maaa kasam, interviewer ho ki dushman hou…. dushmani nikaleko ki questions sodheko ho, baafre!! pyachha pyachha jawab diney maanche chaido raixa yeta ta, hats off to their patience…", Non Abusive,
25550,manxe le derai touch garni fohor falni thhau hera aruko pasal ko satar xeeeeeeeeeer, Non Abusive,
14516,yo phuyal kurai nabujhni manchay (yuck), Non Abusive,
13593,tari mh damal suddo,Abusive,
20224,to remote control bhanda garnu parxa india chaina dubai tirw ko remote control le avo des banne wala xena,Non Abusive,
17908,hamii pni usako santan hau kunaii den aauxx teyo den pni,Non Abusive,
26465,rip anita parajuli go back to india,Abusive,
13585,kasto gararw rakhxw agadi matw unsubscribe garde,Non Abusive,
26846,ruchi ko bolne tareka rishe jasto seniors saga k ho yesto .manner less,Abusive,
14359,"jhare muji,badi bolchas,koi koi testai hun",Abusive,
27268,kura sun buj ani qucation garnu k dhamla sir jati heryo teti res utxa yrr yo pradhanang bolda boldai kina bic ma aactact garxa yrrr,Non Abusive,
23258,yo moti lai corona lago,Abusive,
26975,tod phod garna naparos,Non Abusive,
16487,yo ladies badmas ho,Abusive,
21300,lock downma bike liyera hidne ani thulo kura garne? 15 din pani afno gharma basna nasakne haru? hamile bidesma 2 month samma lock downma roomma baseka xau.,Non Abusive,
27250,aasha garxu voli ka din ward no 11 n 20 ka n local lai gandaki hospital ma band gariyos,Non Abusive,
24649,mg chor laure sangoo jamaa testoo sanoo battle garna lai keraa khana 10 lakh magis that's why sacar diss u i can support sacar but i can't support u bcoz of u and laure some cause yama buddha sucide,Abusive,
15876,thukka sale chor huru,Abusive,
18439,garna ta deu yar kaam..aauna saath karayera huuncha?kasto na bujhni maanchey haru ho yar??its been just few days still he is been working upon this..,Non Abusive,
11388,tesko popularity propaganda ho. so let her not be successful in her strategy. ahamkar ra ghamanda le chopeko budhi.,Abusive,
19081,yo music kina hora 😡,Non Abusive,
16783,very very disappointed ☹️ with results amar amrit archu you are winner for me not only this show the whole international nation,Non Abusive,
14475,"the best interview ghanendra adhikari sir, harami dhamla dalal chor gadha, fathaha",Abusive,
15788,dipa di......ghamanda khub aako x haina....hami jasto fan me gardai hjr yaha samma pugnu vo.....dherai yrs vako thiyo ...hjr ko movies kunai pani xutayana.....aba dekhi hjr ko name matra dekhe bhane tyo movies herdina 😭,Non Abusive,
26509,"kura matra ho kam zero , sabai lutera, ha ha ha",Abusive,
13840,yo khate jocker nai ho dinesh lamichane is 💯% right,Abusive,
27512,nepali army camp rakhnu pardaina aafno desh ma? dekhauti press release,Non Abusive,
26823,comedian ho k p. kasto neta ho kunai tuk ko kura xaina . ammale lai vote halera khera nafalau. let us support bell 🛎 this time,Non Abusive,
31582,yo keto chor daka vate thuka,Abusive,
25553,jpt nabol. kt. india ko halt hereko xas.. plz 🙏 bujne kosis garum,Non Abusive,
14175,ankita ta aaba sacchi nai dahal,Non Abusive,
14878,jhuto boldaii xa yo manxe justice for savita ✊,Non Abusive,
12737,"mr rokka public ko yeti kharab comments auda pani studio ma ayera ajhai oversmart huna laj lagdaina? ali circus ko chataki kam, patrakar banne prays gar and for now shut your mouth.",Abusive,
20076,ajha 7 barsa kam rey oops 🙊 is this the way u talk to ur guest 😠,Abusive,
18191,ek jana madhesii police xina...yo nepali firangii....back off madhess,Abusive,
12148,how come surya panta even have this post?he cant even answer anything.samaje knows way better than you.learn something from her,Non Abusive,
19223,khub kalo chasma lagaera don palteki fataure kate boleki ho mata are xaaa,Non Abusive,
15352,shame on you surya gautam !,Abusive,
18117,weed drugs ma prdena sir 🤦🏾‍♂️ ksto uneducated polic hola 😂,Abusive,
14829,yo aangkaji lai kina interview ma bolako.he have no logic at all,Non Abusive,
31754,dsp bolna sakey na 🙄 bichara,Non Abusive,
31577,yoo jornalii ko jibro maa current lagau kati boloko,Non Abusive,
15080,yo commentator haru chai last nai jhur lagyo malai ..should be changed,Non Abusive,
31343,english ma bolera ke dekhauna khojirahechha. nepali bhayera nepali ma bole ta bhayihalyo ni. he don't deserve that this bhanera wrong english bolirahechha. dherai uttauli.,Non Abusive,
10380,"bista unpadh gawar , jholey , dhaturey ko aja nabin le baja bajayera class lidiyeko ma dhaney bad . we need monarchy in nepal .",Abusive,
31158,chakko bero khasla kanera ruda,Abusive,
16117,tallai nepali janata lay kuti kuti marchaan pagalni go back to india,Abusive,
27455,ab ta crime kate vako manche maran simple kura vayo,Non Abusive,
27460,sala tukka rupak is great,Abusive,
26963,fucking unfairs with anuj team,Abusive,
24847,"1st time hola news sundi ris lay sunna sakina, deepa g indian lay j padayo tyo padne hoina nepali sima besesagya lay bhane ko kura sunus toit",Non Abusive,
19216,barsha ta budi po vayexa bihe paxi.🤣🙈,Non Abusive,
31276,krait snake raxa toko vane ani manxe sako,Non Abusive,
20557,"ma 22 barsiye keto, nepal ko yesto gati dekhda mero maan royo!!",Non Abusive,
23444,"emenim le english ma fan lai gali gareko jostoi nepali rapper le nepali ma gali gareko suhaudaina hoi vai hooo',,, machikney rondiko ban vannu ra mother fucker vannu dheraii farakk xa hai nepali guys hoo 😀",Abusive,
20725,naresh le ati nai bolera dika banayo pls talk less do the best work,Non Abusive,
17481,yo resi thapaliya gwache roixaw,Abusive,
31980,hindi flim lyara npli flimlai show pani nadi hindi chalaune haru aile nepali flim hindima chalauda rastiyatako kura garxan,Non Abusive,
11843,rajesh dailai yasto vanne to deepa saliko movie harina,Non Abusive,
27644,nepali film industry ma only one mahanayak rajesh hamal that's it .deepa di aafno thauma basnus rajesh dai ko kehi ukhadna saknu huna.,Non Abusive,
31213,ek number ki vodowa.,Abusive,
19969,vuwan kushwaha sale xoro yesma hero vako vaya 24 hrs open hunthyo tax poni 0 hunthyo sale kate muji,Abusive,
16165,12 vai madhee ko 😂,Non Abusive,
19590,"dinko 1,2 chotita phone garnu parx.jat besta vayani .",Non Abusive,
14401,kasto tarikale question sodhxa jahile insulting tarikale...,Non Abusive,
10997,yuvraj yashwant lootera deshdro,Abusive,
21143,don’t watch himalayan tv,Non Abusive,
20234,santosh subedi murda baad 🤬😡,Abusive,
24018,yoo baulaa dhamalaa ta pagall naii hoooo saikyooo keiii bughdaina dhamalaa pagallll,Abusive,
22872,are wa patrakar nispakchha chan ray...this is why he is a jovker 🤡,Non Abusive,
20432,sidai winner nai vandiye vaigo ni parajedi lai nadance cha na k khali choreographer le matrra dance gare cha waiyat,Non Abusive,
13021,dhanna host chai farak farak parnuvayex ..another husband ...another host..,Abusive,
23462,bikh khako raix xuttiyo bhani morxi pakkai,Abusive,
23051,chor haru ko jantas shake le kam garn diyans,Abusive,
22673,nepal ma midiya pani jpt hunxa,Non Abusive,
14684,yo safal kun jatko jantu ho????,Abusive,
24256,pakka pani teo madashi lay moni lagako raisa yo baini li aylay chai regret vyecha baini li abo kasary accept grnu huncha x husbn lay,Abusive,
10284,haina yi nepali bolna jandain ki english ko show up garya hun,Non Abusive,
14259,yo machikne kunchai raixa. chituwan ko bijayaraj vanne machikne talai thaha xaina. akkara ukka garaidai bilxas ta tero kanun kero diuty ty ho machikne 😮,Abusive,
15432,omg sanjita luitel so fat..she looks again pragnent..,Abusive,
10638,khate police haru thuikka,Abusive,
21231,"barking dog never bites, thulai neta ko ramro sangat dekhiyo",Abusive,
14190,yeuta kura bhanna maan lagyo. hamro deshko film hindima dubbing huda tyo sale buwan aryal ko chakma kina khursani lagyo??? tesko xora hijada ko film matra top hunuparne xixixi kukur rahexa buwan aryal desh xod,Abusive,
11891,madane ra utsab...biha ma mbl le khichera bhaye ni pet palyo 👎 cheap,Non Abusive,
25673,okey tokey re.... jatha uncle patrakar hasaucha,Abusive,
31831,"yo mc bhatta maryo gare rip,😭🥵",Abusive,
25168,#canadanepal yosto haruko interview ganey ....jamaiii jhuto haeuuu saley haru.............unsubscribe gardyummm yo canada nepalii 👎,Non Abusive,
13633,please yeslai karbahi hunu parcha nepal ko bhasa kasari hindi vayo ko chorni ajha desh chalauna deu vancha yeslai kasari desh chalauna dine ho such a bitch. yo budi bhai sakyo aba chitai marcha marne bela ma hariyo kakro ho. she must be banned from nepal. go to hell u bitch rabita dhungana. jaa india ma gayera maar.,Abusive,
19062,"yo angkaji mula bina tark ufrine raix,",Abusive,
19748,xi xi xi saala,Abusive,
21247,xi name chai k rakheko hola yr,Abusive,
11909,chora manche ma arkako chori financial mental emotional way ma support garnu na sakne vaye bihe kina garnu paryo,Non Abusive,
13560,"netaharu vrasta chan , chor chan van6 pheri uniharu lai nai vote din6, please yespali afno brain usegarera vote dinu....",Abusive,
10120,he pokhara cty k hudaixa jel halm dubai groop laai,Non Abusive,
13258,samaj nai galat cha hajur yeha ☹️☹️☹️,Non Abusive,
13683,"kt bhalunia ho , arko injerening , payo bhane , yesko k bhar , hahahahhahahahhaha",Abusive,
24779,anuwar herdani thukna man lagne xi,Abusive,
25058,i am sorry but haina yo show ko name tiktok star ho ki youtube star ki dancing stars ho bujna garho ho vanya,Non Abusive,
23155,rest in peace saugat thapaliya,Non Abusive,
14369,geda jasto mg hamala laado chus mero,Abusive,
17756,bachara kati sano nane li choral goko kosto ama hola 😭,Non Abusive,
25660,yesta hukumbasi lai chito bhanaja chito hataunu paryo sobit n all team god bless to all 👍,Abusive,
27001,richa married for money,Non Abusive,
24816,prem geet team le bhuvan mandal lai apamaan gareko hoin ab janataa le boycott grnu parx anmol mandal laai,Non Abusive,
24664,bora bora sun lyako drkhdainan.,Non Abusive,
